evaluation_id,order_id,rating,content,evaluation_time
55707,9932,4,菜品惊艳，令人满意，我非常满意！,2024-12-14 16:00:48
55708,9933,4,,2024-12-16 04:01:00
55709,9936,4,,2024-12-16 07:01:06
55710,9937,4,整体体验五星好评，特别推荐！,2024-12-16 08:01:13
55711,9938,4,,2024-12-16 05:01:17
55712,9939,5,,2024-12-15 11:01:26
55713,9940,1,,2024-12-16 05:01:46
55714,9941,5,,2024-12-16 02:01:52
55715,9942,5,,2024-12-15 05:02:00
55716,9943,5,,2024-12-15 06:02:09
55717,9944,5,餐厅环境安静，用餐氛围温暖。,2024-12-16 01:02:34
55718,9945,5,,2024-12-16 00:02:36
55719,9947,4,整体体验值得点赞，特别满意！,2024-12-15 05:03:10
55720,9948,5,太香喷喷了，很惊喜！,2024-12-15 10:03:47
55721,9949,5,,2024-12-14 23:04:03
55722,9953,4,,2024-12-15 22:04:32
55723,9954,5,,2024-12-16 05:05:14
55724,9956,4,送餐员亲切，服务真的值得表扬。,2024-12-14 18:06:28
55725,9957,5,,2024-12-16 13:07:11
55726,9960,5,,2024-12-16 00:08:24
55727,9961,5,,2024-12-15 16:08:30
55728,9962,5,太好吃了，出乎意料！,2024-12-15 19:08:49
55729,9963,5,餐厅环境温馨，用餐氛围不错。,2024-12-15 09:08:55
55730,9966,1,食材不新鲜，像嚼橡皮，味道难吃。,2024-12-15 00:09:51
55731,9968,4,,2024-12-16 06:10:24
55732,9969,4,包装环保，餐具贴心，细节无可挑剔。,2024-12-15 18:10:25
55733,9970,4,,2024-12-15 08:10:30
55734,9971,5,,2024-12-14 21:10:31
55735,9972,5,包装环保，餐具贴心，细节专业水准。,2024-12-15 22:10:44
55736,9973,4,太让人陶醉了，出乎意料！,2024-12-16 09:11:03
55737,9975,4,,2024-12-15 13:11:21
55738,9977,4,菜品丰富，非常足，我非常惊喜！,2024-12-15 23:12:16
55739,9978,4,,2024-12-14 16:12:35
55740,9979,5,太惊艳了，出乎意料！,2024-12-14 20:12:58
55741,9980,5,,2024-12-15 14:14:00
55742,9981,5,太让人陶醉了，很惊喜！,2024-12-14 21:14:00
55743,9982,4,,2024-12-15 00:14:07
55744,9983,5,包装严密，餐具齐全，细节细节到位。,2024-12-15 21:14:09
55745,9984,5,第一次尝试，让我惊讶，会常点。,2024-12-15 18:14:23
55746,9985,5,菜品可口，非常足，我非常满意！,2024-12-16 13:14:38
55747,9986,5,价格亲民，物超所值，性价比超高！,2024-12-15 01:14:48
55748,9988,4,太美味了，完全超预期！,2024-12-14 21:15:52
55749,9989,5,送餐员专业，服务真的超级棒。,2024-12-14 18:16:12
55750,9992,5,,2024-12-16 13:17:26
55751,9993,4,,2024-12-15 21:17:44
55752,9994,5,,2024-12-15 06:17:50
55753,9996,4,,2024-12-16 02:17:58
55754,9997,5,太美味了，完全超预期！,2024-12-16 02:18:00
55755,9998,5,,2024-12-15 15:18:00
55756,10000,4,菜品丰富，恰到好处，我非常满意！,2024-12-15 08:18:12
55757,10002,4,,2024-12-15 04:18:41
55758,10003,4,,2024-12-15 09:18:43
55759,10004,5,第一次尝试，让我惊讶，会再来光顾。,2024-12-14 16:19:20
55760,10005,3,餐具有异物，不干净，真的很失望。,2024-12-14 18:19:26
55761,10007,1,菜品口感差，感觉缩水了，让我很失望。,2024-12-15 05:19:47
55762,10009,5,,2024-12-15 05:20:19
55763,10011,5,配送无延误，服务态度热情，体验超出预期。,2024-12-15 18:20:27
55764,10012,4,菜品惊艳，令人满意，我非常惊喜！,2024-12-14 16:20:28
55765,10013,1,,2024-12-15 13:21:40
55766,10014,4,,2024-12-15 02:22:22
55767,10016,5,价格超值，很值得，性价比超高！,2024-12-16 07:23:16
55768,10018,1,本来期望充满期待，结果太普通了。,2024-12-15 17:23:39
55769,10019,5,,2024-12-14 23:23:49
55770,10021,5,,2024-12-15 05:24:38
55771,10022,4,,2024-12-16 13:24:45
55772,10023,4,食材健康，有嚼劲，味道真的特别好吃！,2024-12-16 11:25:27
55773,10026,4,价格亲民，超高性价比，性价比超高！,2024-12-16 05:25:45
55774,10027,2,餐具油渍，有异味，真的很失望。,2024-12-15 02:25:46
55775,10029,5,餐厅环境整洁，用餐氛围让人放松。,2024-12-16 04:26:20
55776,10030,5,,2024-12-15 01:26:36
55777,10031,4,餐厅环境舒适，用餐氛围特别棒。,2024-12-16 03:26:42
55778,10032,5,,2024-12-14 23:26:48
55779,10033,5,餐厅环境整洁，用餐氛围特别棒。,2024-12-15 20:27:01
55780,10034,4,,2024-12-15 18:27:05
55781,10037,1,,2024-12-14 14:27:49
55782,10038,4,,2024-12-15 06:28:36
55783,10039,5,太好吃了，超乎想象！,2024-12-15 22:28:36
55784,10040,5,整体体验特别好，特别满意！,2024-12-15 04:28:45
55785,10042,5,,2024-12-15 15:29:13
55786,10044,4,第一次尝试，意外的惊喜，会常点。,2024-12-16 02:29:30
55787,10045,4,,2024-12-14 23:29:50
55788,10046,5,,2024-12-15 23:29:51
55789,10047,1,价格溢价严重，不实惠，不会再也不买了。,2024-12-16 11:00:26
55790,10048,4,太惊艳了，出乎意料！,2024-12-15 07:00:55
55791,10049,5,,2024-12-16 07:01:30
55792,10050,5,,2024-12-14 23:02:07
55793,10051,5,菜品绝佳，非常足，我非常满意！,2024-12-15 03:02:32
55794,10052,4,餐厅环境有氛围，用餐氛围温暖。,2024-12-15 22:03:45
55795,10055,4,,2024-12-15 15:04:41
55796,10056,4,菜品惊艳，适中，我非常满足！,2024-12-15 15:04:56
55797,10057,4,食材爽口，有嚼劲，味道真的赞不绝口！,2024-12-16 10:05:48
55798,10060,4,价格超值，物超所值，性价比超高！,2024-12-16 15:09:43
55799,10062,4,整体体验五星好评，特别满意！,2024-12-15 01:10:10
55800,10063,4,,2024-12-16 17:10:18
55801,10064,5,,2024-12-15 16:10:51
55802,10065,4,太美味了，意外地好！,2024-12-15 13:10:56
55803,10066,5,价格划算，不亏，性价比超高！,2024-12-15 21:11:14
55804,10068,5,配送无延误，服务态度友好，体验很棒。,2024-12-16 02:12:49
55805,10069,2,,2024-12-16 02:12:53
55806,10070,5,,2024-12-15 11:13:45
55807,10071,5,第一次尝试，让我惊讶，会常点。,2024-12-16 07:14:57
55808,10075,5,,2024-12-16 08:17:54
55809,10076,5,包装精美，餐具贴心，细节令人感动。,2024-12-16 02:20:37
55810,10078,4,,2024-12-16 16:21:35
55811,10079,4,送餐员亲切，服务真的值得表扬。,2024-12-16 10:21:52
55812,10080,5,,2024-12-15 06:22:11
55813,10081,5,,2024-12-16 08:26:07
55814,10082,4,包装环保，餐具干净，细节无可挑剔。,2024-12-15 02:27:04
55815,10084,5,整体体验值得点赞，特别推荐！,2024-12-15 20:27:04
55816,10085,5,,2024-12-15 03:28:14
55817,10086,4,整体体验特别好，特别推荐！,2024-12-15 10:28:33
55818,10087,5,菜品丰富，适中，我非常满意！,2024-12-14 22:28:35
55819,10090,5,整体体验值得点赞，特别无可挑剔！,2024-12-15 15:32:17
55820,10091,5,食材新鲜，软硬适中，味道真的惊艳！,2024-12-16 17:32:20
55821,10092,4,第一次尝试，意外的惊喜，会再来光顾。,2024-12-15 20:32:30
55822,10094,4,配送快速，服务态度周到，体验愉快。,2024-12-16 11:33:12
55823,10095,5,食材健康，软硬适中，味道真的特别好吃！,2024-12-15 22:33:26
55824,10096,5,食材色香俱佳，软硬适中，味道真的让人回味！,2024-12-15 14:34:20
55825,10098,4,送餐员热心，服务真的值得表扬。,2024-12-15 08:35:07
55826,10099,4,配送准时，服务态度贴心，体验完美。,2024-12-15 07:37:31
55827,10100,5,价格亲民，很值得，性价比超高！,2024-12-15 18:38:05
55828,10102,5,,2024-12-16 01:38:42
55829,10103,5,价格便宜实惠，超高性价比，性价比超高！,2024-12-16 09:42:33
55830,10106,5,包装严密，餐具齐全，细节很用心。,2024-12-14 21:46:03
55831,10107,4,送餐员礼貌，服务真的值得表扬。,2024-12-16 14:46:05
55832,10108,4,,2024-12-15 15:46:49
55833,10110,5,太惊艳了，出乎意料！,2024-12-15 12:47:59
55834,10111,4,,2024-12-16 00:48:47
55835,10112,4,,2024-12-14 18:49:41
55836,10113,5,食材健康，有嚼劲，味道真的赞不绝口！,2024-12-15 01:50:57
55837,10116,4,送餐员热心，服务真的值得表扬。,2024-12-16 05:52:24
55838,10117,4,,2024-12-15 07:53:17
55839,10118,3,,2024-12-14 23:53:29
55840,10119,5,,2024-12-16 06:54:09
55841,10120,2,,2024-12-15 13:54:10
55842,10121,4,,2024-12-16 09:54:11
55843,10122,5,,2024-12-16 10:55:37
55844,10123,4,,2024-12-16 05:55:39
55845,10124,5,,2024-12-15 02:55:41
55846,10125,4,太让人陶醉了，出乎意料！,2024-12-16 02:56:55
55847,10126,5,,2024-12-16 12:57:59
55848,10127,4,食材健康，层次丰富，味道真的赞不绝口！,2024-12-15 11:58:23
55849,10128,5,配送非常快，服务态度友好，体验超出预期。,2024-12-15 01:59:01
55850,10130,4,菜品香浓，非常足，我非常开心！,2024-12-16 04:59:19
55851,10132,3,,2024-12-15 01:00:16
55852,10134,1,菜品不入味，不值这个价，让我很遗憾。,2024-12-15 17:01:04
55853,10135,1,本来期望期待满满，结果让人失望。,2024-12-16 16:01:20
55854,10137,4,,2024-12-15 10:01:34
55855,10138,4,包装环保，餐具实用，细节专业水准。,2024-12-16 08:01:37
55856,10139,5,,2024-12-16 16:02:36
55857,10143,5,,2024-12-15 14:04:20
55858,10144,5,第一次尝试，比预期好，会再来光顾。,2024-12-15 05:05:03
55859,10145,5,,2024-12-16 10:05:19
55860,10146,4,食材健康，口感细腻，味道真的一流！,2024-12-15 17:05:43
55861,10147,4,,2024-12-16 14:05:59
55862,10148,5,,2024-12-15 00:07:29
55863,10149,5,菜品惊艳，令人满意，我非常惊喜！,2024-12-16 12:07:36
55864,10150,5,包装严密，餐具干净，细节令人感动。,2024-12-16 17:08:25
55865,10153,4,,2024-12-15 08:11:20
55866,10154,2,,2024-12-15 18:11:54
55867,10155,5,,2024-12-15 21:12:08
55868,10156,5,,2024-12-15 10:14:21
55869,10157,4,食材色香俱佳，层次丰富，味道真的惊艳！,2024-12-16 18:17:59
55870,10158,4,,2024-12-16 18:18:20
55871,10159,5,,2024-12-16 18:18:44
55872,10160,4,,2024-12-16 18:19:04
55873,10162,5,餐厅环境安静，用餐氛围不错。,2024-12-16 18:19:29
55874,10163,5,餐厅环境整洁，用餐氛围有格调。,2024-12-16 17:21:23
55875,10164,3,,2024-12-16 12:21:45
55876,10166,5,配送快速，服务态度专业，体验无可挑剔。,2024-12-15 17:22:16
55877,10167,5,,2024-12-16 03:22:24
55878,10168,4,太让人陶醉了，超乎想象！,2024-12-14 20:22:25
55879,10169,4,,2024-12-15 00:23:21
55880,10170,5,第一次尝试，超乎想象，会推荐给朋友。,2024-12-15 16:23:43
55881,10171,4,第一次尝试，比预期好，会推荐给朋友。,2024-12-16 16:23:51
55882,10173,4,,2024-12-15 13:25:13
55883,10174,4,餐厅环境舒适，用餐氛围不错。,2024-12-15 00:26:15
55884,10179,3,服务员毫无服务意识，态度让我烦躁。,2024-12-15 12:28:12
55885,10180,4,菜品可口，适中，我非常喜欢！,2024-12-15 18:28:18
55886,10182,5,价格划算，超满意，性价比超高！,2024-12-15 11:28:47
55887,10184,4,食材新鲜，口感细腻，味道真的让人回味！,2024-12-15 06:31:21
55888,10186,5,,2024-12-15 04:32:21
55889,10187,5,,2024-12-15 06:33:18
55890,10189,4,,2024-12-16 01:36:14
55891,10190,1,,2024-12-15 16:37:03
55892,10191,3,,2024-12-15 09:37:47
55893,10192,5,,2024-12-15 05:38:30
55894,10194,5,,2024-12-15 03:39:07
55895,10195,4,,2024-12-15 03:39:42
55896,10196,4,,2024-12-15 13:40:48
55897,10197,5,,2024-12-15 14:41:42
55898,10198,3,价格不划算，浪费钱，不会不会再点。,2024-12-16 13:44:28
55899,10199,5,餐厅环境安静，用餐氛围不错。,2024-12-15 04:44:54
55900,10201,4,,2024-12-15 09:46:03
55901,10202,4,餐厅环境有氛围，用餐氛围让人放松。,2024-12-16 17:47:03
55902,10203,4,餐厅环境安静，用餐氛围温暖。,2024-12-16 16:47:44
55903,10204,4,,2024-12-16 11:48:07
55904,10206,2,菜品不入味，不值这个价，让我很后悔。,2024-12-15 09:49:26
55905,10208,1,,2024-12-14 21:51:30
55906,10211,5,送餐员亲切，服务真的很贴心。,2024-12-15 12:53:15
55907,10212,5,,2024-12-16 00:53:19
55908,10213,2,等待时间浪费时间，拖延，不太满意。,2024-12-16 16:53:24
55909,10214,5,整体体验五星好评，特别满意！,2024-12-16 17:54:01
55910,10215,5,,2024-12-16 16:55:03
55911,10216,4,送餐员礼貌，服务真的一级棒。,2024-12-16 12:57:37
55912,10217,5,食材色香俱佳，入口即化，味道真的惊艳！,2024-12-15 18:57:41
55913,10218,4,,2024-12-16 10:58:14
55914,10220,5,,2024-12-16 02:59:17
55915,10223,5,,2024-12-16 10:01:40
55916,10224,4,,2024-12-14 23:02:52
55917,10225,4,,2024-12-16 17:02:59
55918,10226,5,,2024-12-15 22:03:34
55919,10227,4,太香喷喷了，超乎想象！,2024-12-16 15:03:53
55920,10228,5,,2024-12-16 14:04:04
55921,10229,4,包装严密，餐具干净，细节无可挑剔。,2024-12-16 03:04:36
55922,10230,5,太惊艳了，出乎意料！,2024-12-16 02:06:25
55923,10231,4,餐厅环境整洁，用餐氛围不错。,2024-12-15 06:06:40
55924,10232,5,,2024-12-15 05:07:11
55925,10233,4,,2024-12-15 09:07:41
55926,10234,3,包装破损，不干净，影响了体验。,2024-12-16 13:07:46
55927,10236,5,第一次尝试，超乎想象，会常点。,2024-12-15 18:08:51
55928,10238,4,,2024-12-16 08:10:20
55929,10240,5,,2024-12-15 14:11:51
55930,10241,5,整体体验五星好评，特别值得！,2024-12-16 04:12:35
55931,10242,4,配送无延误，服务态度热情，体验超出预期。,2024-12-15 07:13:11
55932,10243,4,,2024-12-15 01:13:17
55933,10245,5,食材新鲜，口感细腻，味道真的特别好吃！,2024-12-16 14:15:49
55934,10246,4,,2024-12-14 22:15:56
55935,10247,4,配送准时，服务态度专业，体验超出预期。,2024-12-16 02:16:48
55936,10248,5,,2024-12-14 21:17:06
55937,10249,1,,2024-12-15 09:17:11
55938,10251,4,,2024-12-15 08:18:31
55939,10252,5,配送快速，服务态度贴心，体验愉快。,2024-12-15 17:18:43
55940,10255,5,,2024-12-15 18:21:54
55941,10257,5,,2024-12-16 19:22:28
55942,10258,5,,2024-12-15 21:22:43
55943,10262,5,餐厅环境安静，用餐氛围温暖。,2024-12-16 07:27:31
55944,10263,5,整体体验值得点赞，特别无可挑剔！,2024-12-14 22:29:21
55945,10265,5,送餐员礼貌，服务真的赞。,2024-12-14 23:31:00
55946,10266,5,,2024-12-15 03:31:03
55947,10269,4,菜品入味，非常足，我非常惊喜！,2024-12-16 02:32:24
55948,10271,4,送餐员亲切，服务真的一级棒。,2024-12-16 03:33:35
55949,10273,4,,2024-12-15 13:33:47
55950,10274,5,包装精美，餐具齐全，细节无可挑剔。,2024-12-16 15:34:47
55951,10276,4,送餐员热心，服务真的一级棒。,2024-12-15 16:36:00
55952,10278,5,送餐员亲切，服务真的一级棒。,2024-12-15 15:36:15
55953,10279,5,,2024-12-16 08:37:44
55954,10281,5,,2024-12-16 00:40:14
55955,10282,4,价格划算，很值得，性价比超高！,2024-12-16 04:40:45
55956,10283,4,,2024-12-16 01:41:10
55957,10284,4,太惊艳了，完全超预期！,2024-12-14 20:41:28
55958,10285,5,,2024-12-15 04:42:21
55959,10289,5,菜品香浓，适中，我非常满足！,2024-12-16 16:46:26
55960,10291,5,餐厅环境有氛围，用餐氛围温暖。,2024-12-15 00:48:11
55961,10292,5,菜品可口，恰到好处，我非常开心！,2024-12-16 02:48:59
55962,10293,5,,2024-12-16 17:49:04
55963,10294,4,,2024-12-16 09:49:08
55964,10298,5,配送提前送达，服务态度周到，体验完美。,2024-12-14 23:49:52
55965,10299,4,,2024-12-14 23:50:01
55966,10300,4,,2024-12-15 01:51:17
55967,10303,4,包装整洁，餐具贴心，细节令人感动。,2024-12-15 11:53:47
55968,10304,5,太美味了，很惊喜！,2024-12-15 10:53:55
55969,10305,5,,2024-12-15 20:54:26
55970,10306,5,,2024-12-16 01:54:34
55971,10307,2,菜品太咸，偏少，让我很遗憾。,2024-12-16 01:54:38
55972,10308,5,,2024-12-15 06:55:00
55973,10309,4,配送无延误，服务态度专业，体验无可挑剔。,2024-12-15 06:55:39
55974,10313,5,,2024-12-15 16:58:09
55975,10314,4,,2024-12-15 19:58:19
55976,10315,4,太让人陶醉了，很惊喜！,2024-12-15 06:59:00
55977,10316,4,菜品丰富，令人满意，我非常开心！,2024-12-15 23:59:35
55978,10317,4,,2024-12-15 06:59:42
55979,10318,4,第一次尝试，超乎想象，会再次购买。,2024-12-15 14:59:50
55980,10319,4,,2024-12-15 11:00:09
55981,10320,4,包装环保，餐具贴心，细节令人感动。,2024-12-15 12:00:39
55982,10323,3,,2024-12-16 08:01:42
55983,10324,5,太香喷喷了，意外地好！,2024-12-16 05:02:00
55984,10326,4,,2024-12-15 05:03:07
55985,10327,4,菜品丰富，恰到好处，我非常开心！,2024-12-16 16:03:08
55986,10328,5,送餐员热心，服务真的超级棒。,2024-12-16 19:04:00
55987,10329,4,,2024-12-15 02:04:08
55988,10330,5,,2024-12-16 06:04:24
55989,10331,5,,2024-12-15 01:05:14
55990,10332,4,送餐员热心，服务真的赞。,2024-12-15 17:05:40
55991,10334,4,,2024-12-16 14:05:51
55992,10335,4,,2024-12-14 22:05:53
55993,10337,4,,2024-12-15 23:06:36
55994,10338,4,包装严密，餐具实用，细节专业水准。,2024-12-16 04:06:39
55995,10339,5,餐厅环境整洁，用餐氛围特别棒。,2024-12-16 01:06:55
55996,10340,4,,2024-12-14 22:07:32
55997,10343,4,整体体验完美，特别推荐！,2024-12-15 16:08:17
55998,10345,4,,2024-12-16 18:08:40
55999,10349,5,,2024-12-15 20:10:35
56000,10350,5,,2024-12-16 03:11:02
56001,10351,5,,2024-12-16 06:11:20
56002,10352,2,菜品不入味，不值这个价，让我很不满。,2024-12-16 02:11:41
56003,10353,4,太惊艳了，很惊喜！,2024-12-16 18:11:54
56004,10354,4,配送提前送达，服务态度热情，体验超出预期。,2024-12-16 17:12:31
56005,10357,4,,2024-12-16 09:13:07
56006,10358,3,,2024-12-14 22:13:16
56007,10359,4,,2024-12-16 15:13:37
56008,10360,5,包装高端大气，餐具干净，细节令人感动。,2024-12-15 10:14:24
56009,10361,4,送餐员特别友好，服务真的一级棒。,2024-12-16 11:14:28
56010,10362,3,本来期望期望高，结果不如预期。,2024-12-15 02:16:24
56011,10364,4,,2024-12-15 06:16:37
56012,10365,4,,2024-12-16 05:16:49
56013,10366,5,,2024-12-16 08:16:54
56014,10368,4,,2024-12-16 04:17:05
56015,10370,4,价格便宜实惠，超满意，性价比超高！,2024-12-15 01:17:06
56016,10372,4,,2024-12-15 21:17:21
56017,10373,4,,2024-12-15 09:18:24
56018,10375,4,送餐员礼貌，服务真的超级棒。,2024-12-16 09:19:42
56019,10376,4,餐厅环境有氛围，用餐氛围有格调。,2024-12-14 22:20:04
56020,10377,5,,2024-12-16 15:21:11
56021,10379,5,,2024-12-15 12:21:27
56022,10381,5,价格合理，物超所值，性价比超高！,2024-12-16 17:21:59
56023,10382,4,,2024-12-16 06:22:02
56024,10384,4,整体体验值得点赞，特别无可挑剔！,2024-12-16 05:22:12
56025,10385,5,配送准时，服务态度热情，体验很棒。,2024-12-15 10:22:31
56026,10388,5,,2024-12-15 14:23:36
56027,10390,5,,2024-12-14 23:23:49
56028,10391,4,,2024-12-15 01:24:08
56029,10393,3,,2024-12-15 11:24:19
56030,10395,2,本来期望期望高，结果让人失望。,2024-12-15 10:25:18
56031,10396,5,包装整洁，餐具实用，细节无可挑剔。,2024-12-15 21:26:09
56032,10399,5,,2024-12-16 07:27:20
56033,10401,5,,2024-12-14 23:28:31
56034,10402,5,菜品鲜美，令人满意，我非常满足！,2024-12-14 23:28:46
56035,10405,5,,2024-12-15 20:00:14
56036,10406,5,食材新鲜，入口即化，味道真的惊艳！,2024-12-16 21:00:39
56037,10407,5,太美味了，完全超预期！,2024-12-17 11:00:49
56038,10408,5,,2024-12-17 05:01:00
56039,10410,5,包装高端大气，餐具卫生，细节专业水准。,2024-12-16 05:01:52
56040,10411,5,,2024-12-15 20:02:22
56041,10414,4,配送准时，服务态度专业，体验愉快。,2024-12-17 04:03:10
56042,10415,5,包装整洁，餐具实用，细节很用心。,2024-12-16 20:03:32
56043,10416,4,第一次尝试，意外的惊喜，会继续支持。,2024-12-17 04:05:18
56044,10417,4,食材爽口，有嚼劲，味道真的一流！,2024-12-15 19:05:26
56045,10418,4,,2024-12-16 01:05:44
56046,10419,4,,2024-12-17 06:05:57
56047,10420,4,价格超值，超满意，性价比超高！,2024-12-16 18:06:07
56048,10422,5,太让人陶醉了，出乎意料！,2024-12-16 14:07:17
56049,10423,4,配送非常快，服务态度周到，体验愉快。,2024-12-17 02:07:33
56050,10428,5,,2024-12-16 06:10:41
56051,10429,5,,2024-12-16 13:11:20
56052,10430,5,价格超值，很值得，性价比超高！,2024-12-16 12:12:25
56053,10432,3,味道怪味，完全和描述不符。,2024-12-17 08:13:59
56054,10433,5,,2024-12-15 17:15:27
56055,10435,3,,2024-12-17 00:16:04
56056,10436,4,,2024-12-16 12:16:07
56057,10438,4,,2024-12-15 21:16:48
56058,10439,5,,2024-12-16 13:17:39
56059,10440,4,配送提前送达，服务态度贴心，体验无可挑剔。,2024-12-15 14:17:48
56060,10441,5,餐厅环境安静，用餐氛围不错。,2024-12-16 17:17:51
56061,10443,5,菜品丰富，令人满意，我非常惊喜！,2024-12-17 08:19:09
56062,10444,4,,2024-12-17 04:19:59
56063,10447,4,包装环保，餐具干净，细节细节到位。,2024-12-16 07:21:28
56064,10448,5,,2024-12-16 12:22:40
56065,10449,4,,2024-12-16 02:23:07
56066,10450,4,,2024-12-17 10:23:43
56067,10453,5,整体体验五星好评，特别无可挑剔！,2024-12-17 11:24:15
56068,10455,5,餐厅环境整洁，用餐氛围温暖。,2024-12-15 13:24:36
56069,10456,5,配送非常快，服务态度贴心，体验完美。,2024-12-15 18:25:19
56070,10457,4,,2024-12-16 17:26:28
56071,10462,5,太美味了，意外地好！,2024-12-16 20:29:30
56072,10463,4,食材新鲜，入口即化，味道真的惊艳！,2024-12-16 14:31:26
56073,10465,4,,2024-12-17 00:33:36
56074,10468,5,价格超值，很值得，性价比超高！,2024-12-15 15:36:26
56075,10469,3,食材发酸，糊糊的，味道怪怪的。,2024-12-15 17:36:29
56076,10473,2,,2024-12-16 06:38:16
56077,10474,4,餐厅环境舒适，用餐氛围不错。,2024-12-16 13:38:17
56078,10475,2,食材发酸，太软，味道不适口。,2024-12-16 12:39:52
56079,10478,4,,2024-12-17 10:42:35
56080,10479,4,,2024-12-16 04:43:03
56081,10481,1,菜品太咸，量不足，让我很后悔。,2024-12-17 00:43:17
56082,10484,5,,2024-12-17 01:43:50
56083,10485,5,价格便宜实惠，超高性价比，性价比超高！,2024-12-16 17:44:50
56084,10486,5,价格划算，物超所值，性价比超高！,2024-12-17 00:46:21
56085,10487,4,太美味了，出乎意料！,2024-12-17 08:46:38
56086,10488,4,配送非常快，服务态度贴心，体验超出预期。,2024-12-16 04:46:43
56087,10489,4,包装环保，餐具贴心，细节专业水准。,2024-12-17 10:48:08
56088,10494,4,,2024-12-17 04:49:46
56089,10496,5,,2024-12-16 00:50:39
56090,10497,5,价格便宜实惠，不亏，性价比超高！,2024-12-17 03:51:28
56091,10498,4,,2024-12-16 03:52:37
56092,10500,4,整体体验值得点赞，特别值得！,2024-12-15 16:52:46
56093,10501,4,,2024-12-16 15:53:24
56094,10503,5,配送无延误，服务态度热情，体验愉快。,2024-12-16 14:53:38
56095,10504,4,包装整洁，餐具实用，细节细节到位。,2024-12-15 12:53:42
56096,10505,5,价格便宜实惠，不亏，性价比超高！,2024-12-16 06:54:02
56097,10506,4,,2024-12-17 06:54:14
56098,10508,4,,2024-12-16 03:56:48
56099,10509,5,,2024-12-17 11:57:02
56100,10510,5,,2024-12-17 07:57:38
56101,10511,5,餐厅环境整洁，用餐氛围特别棒。,2024-12-16 15:59:12
56102,10513,4,,2024-12-15 18:00:35
56103,10514,3,,2024-12-17 08:00:50
56104,10515,5,,2024-12-15 22:02:05
56105,10516,2,,2024-12-16 01:02:15
56106,10517,4,包装环保，餐具卫生，细节令人感动。,2024-12-16 20:02:48
56107,10518,5,,2024-12-16 15:02:53
56108,10522,4,,2024-12-17 04:03:53
56109,10523,5,餐厅环境有氛围，用餐氛围不错。,2024-12-16 08:04:01
56110,10524,4,,2024-12-16 18:05:16
56111,10525,5,配送快速，服务态度友好，体验超出预期。,2024-12-17 05:06:31
56112,10526,2,味道太淡，完全不符。,2024-12-16 05:06:44
56113,10531,5,菜品香浓，令人满意，我非常开心！,2024-12-15 20:08:53
56114,10532,3,配送延迟，敷衍，体验差强人意。,2024-12-17 03:09:20
56115,10533,3,,2024-12-16 14:10:33
56116,10534,4,,2024-12-16 02:10:34
56117,10535,4,整体体验完美，特别满意度爆表！,2024-12-17 00:10:46
56118,10537,5,,2024-12-17 08:11:20
56119,10538,4,配送无延误，服务态度贴心，体验愉快。,2024-12-16 04:11:54
56120,10539,5,太香喷喷了，出乎意料！,2024-12-17 05:12:46
56121,10543,4,,2024-12-16 04:14:51
56122,10544,5,菜品惊艳，非常足，我非常满足！,2024-12-15 13:14:54
56123,10545,4,价格合理，超满意，性价比超高！,2024-12-15 18:15:07
56124,10546,4,送餐员专业，服务真的超级棒。,2024-12-16 16:15:11
56125,10549,1,服务员不耐烦，态度让我烦躁。,2024-12-16 14:16:04
56126,10554,4,,2024-12-17 10:18:19
56127,10557,5,食材充满活力，入口即化，味道真的让人回味！,2024-12-15 19:19:17
56128,10558,4,,2024-12-17 03:19:17
56129,10564,4,,2024-12-16 16:21:18
56130,10565,4,价格亲民，很值得，性价比超高！,2024-12-16 13:22:00
56131,10567,1,,2024-12-17 06:23:20
56132,10568,5,,2024-12-17 00:23:36
56133,10569,4,,2024-12-15 19:23:41
56134,10570,4,,2024-12-16 10:23:48
56135,10571,5,,2024-12-17 05:24:30
56136,10572,4,太香喷喷了，完全超预期！,2024-12-17 07:24:30
56137,10573,5,菜品入味，非常足，我非常满足！,2024-12-17 05:24:53
56138,10575,5,,2024-12-16 16:26:08
56139,10577,5,,2024-12-16 06:26:53
56140,10579,5,,2024-12-15 17:28:19
56141,10580,4,,2024-12-16 07:28:47
56142,10582,5,整体体验特别好，特别推荐！,2024-12-16 21:29:38
56143,10583,5,整体体验特别好，特别推荐！,2024-12-15 22:29:38
56144,10584,4,,2024-12-17 12:29:56
56145,10585,4,,2024-12-16 04:31:00
56146,10586,4,,2024-12-16 18:32:22
56147,10587,4,,2024-12-15 19:32:44
56148,10588,4,,2024-12-17 06:32:45
56149,10589,5,第一次尝试，比预期好，会再来光顾。,2024-12-17 08:33:11
56150,10592,4,整体体验特别好，特别值得！,2024-12-17 07:34:13
56151,10594,5,餐厅环境有氛围，用餐氛围特别棒。,2024-12-17 02:36:33
56152,10595,5,第一次尝试，让我惊讶，会推荐给朋友。,2024-12-15 22:37:07
56153,10596,4,,2024-12-16 19:37:16
56154,10597,5,,2024-12-16 17:38:20
56155,10598,5,菜品绝佳，非常足，我非常满足！,2024-12-15 15:38:30
56156,10599,5,,2024-12-16 11:38:48
56157,10601,4,,2024-12-15 21:40:57
56158,10602,5,第一次尝试，意外的惊喜，会推荐给朋友。,2024-12-16 12:41:02
56159,10604,5,价格合理，物超所值，性价比超高！,2024-12-17 10:41:51
56160,10607,4,,2024-12-16 02:43:02
