order_id,user_id,order_time,status,total_amount
13794,962,2024-12-19 17:59:25,已出餐,15.05
13795,1005,2024-12-19 18:01:04,已出餐,14.7
13796,1037,2024-12-19 18:01:42,已出餐,21.0
13797,1069,2024-12-19 18:03:02,已出餐,36.05
13798,33,2024-12-19 18:03:30,已出餐,15.75
13799,260,2024-12-19 18:03:36,已出餐,29.05
13800,98,2024-12-19 18:03:41,已出餐,30.45
13801,812,2024-12-19 18:03:57,已出餐,8.75
13802,463,2024-12-19 18:06:10,已出餐,16.1
13803,981,2024-12-19 18:06:15,已出餐,35.0
13804,214,2024-12-19 18:06:23,已出餐,47.6
13805,327,2024-12-19 18:07:24,已出餐,35.35
13806,993,2024-12-19 18:08:37,已出餐,53.55
13807,683,2024-12-19 18:08:52,已出餐,6.3
13808,436,2024-12-19 18:10:37,已出餐,19.25
13809,130,2024-12-19 18:13:13,已出餐,25.55
13810,441,2024-12-19 18:14:14,已出餐,25.2
13811,714,2024-12-19 18:14:43,已出餐,27.3
13812,49,2024-12-19 18:15:01,已出餐,18.2
13813,300,2024-12-19 18:15:12,已出餐,16.8
13814,253,2024-12-19 18:15:51,已出餐,14.0
13815,363,2024-12-19 18:15:54,已出餐,24.5
13816,1058,2024-12-19 18:16:39,已出餐,38.5
13817,900,2024-12-19 18:16:40,已出餐,56.0
13818,223,2024-12-19 18:17:00,已出餐,15.75
13819,616,2024-12-19 18:19:38,已出餐,43.4
13820,213,2024-12-19 18:19:44,已出餐,36.75
13821,313,2024-12-19 18:19:52,已出餐,16.8
13822,928,2024-12-19 18:21:18,已出餐,25.55
13823,402,2024-12-19 18:21:24,已出餐,12.6
13824,323,2024-12-19 18:21:53,已出餐,35.35
13825,407,2024-12-19 18:22:34,已出餐,23.1
13826,1068,2024-12-19 18:23:41,已出餐,23.45
13827,817,2024-12-19 18:24:09,已出餐,9.1
13828,882,2024-12-19 18:24:14,已出餐,36.75
13829,860,2024-12-19 18:24:26,已出餐,12.25
13830,552,2024-12-19 18:24:50,已出餐,14.0
13831,178,2024-12-19 18:26:12,已出餐,7.0
13832,333,2024-12-19 18:26:31,已出餐,16.8
13833,32,2024-12-19 18:26:47,已出餐,36.75
13834,262,2024-12-19 18:27:28,已出餐,18.2
13835,112,2024-12-19 18:27:43,已出餐,54.25
13836,875,2024-12-19 18:27:57,已出餐,8.75
13837,736,2024-12-19 18:28:59,已出餐,36.75
13838,1054,2024-12-19 18:29:17,已出餐,35.0
13839,861,2024-12-19 18:29:42,已出餐,28.7
13840,43,2024-12-19 18:30:01,已出餐,29.05
13841,930,2024-12-19 18:30:27,已出餐,39.55
13842,123,2024-12-19 18:30:39,已出餐,27.3
13843,23,2024-12-19 18:31:48,已出餐,21.0
13844,847,2024-12-19 18:32:04,已出餐,18.55
13845,865,2024-12-19 18:33:10,已出餐,25.2
13846,685,2024-12-19 18:34:03,已出餐,28.7
13847,830,2024-12-19 18:34:26,已出餐,42.0
13848,995,2024-12-19 18:36:00,已出餐,8.4
13849,281,2024-12-19 18:36:35,已出餐,7.7
13850,623,2024-12-19 18:38:45,已出餐,6.3
13851,70,2024-12-19 18:39:28,已出餐,21.0
13852,681,2024-12-19 18:39:33,已出餐,49.0
13853,996,2024-12-19 18:39:42,已出餐,10.5
13854,736,2024-12-19 18:40:19,已出餐,50.05
13855,691,2024-12-19 18:40:20,已出餐,14.7
13856,147,2024-12-19 18:40:30,已出餐,13.3
13857,862,2024-12-19 18:40:39,已出餐,12.25
13858,569,2024-12-19 18:40:42,已出餐,19.25
13859,259,2024-12-19 18:40:45,已出餐,25.9
13860,687,2024-12-19 18:42:21,已出餐,26.95
13861,458,2024-12-19 18:43:19,已出餐,53.55
13862,229,2024-12-19 18:44:12,已出餐,49.0
13863,868,2024-12-19 18:45:03,已出餐,17.5
13864,353,2024-12-19 18:47:10,已出餐,35.0
13865,263,2024-12-19 18:47:28,已出餐,8.75
13866,253,2024-12-19 18:48:23,已出餐,14.7
13867,474,2024-12-19 18:48:30,已出餐,10.5
13868,513,2024-12-19 18:48:38,已出餐,34.3
13869,41,2024-12-19 18:48:43,已出餐,51.8
13870,866,2024-12-19 18:49:16,已出餐,7.0
13871,908,2024-12-19 18:50:34,已出餐,19.25
13872,840,2024-12-19 18:50:57,已出餐,22.05
13873,375,2024-12-19 18:51:43,已出餐,11.2
13874,454,2024-12-19 18:52:12,已出餐,37.8
13875,44,2024-12-19 18:52:24,已出餐,10.5
13876,1059,2024-12-19 18:52:29,已出餐,14.7
13877,762,2024-12-19 18:53:46,已出餐,19.25
13878,631,2024-12-19 18:53:49,已出餐,37.1
13879,870,2024-12-19 18:54:38,已出餐,7.0
13880,256,2024-12-19 18:54:46,已出餐,29.05
13881,869,2024-12-19 18:54:53,已出餐,10.5
13882,276,2024-12-19 18:57:34,已出餐,55.3
13883,974,2024-12-19 18:58:41,已出餐,19.25
13884,743,2024-12-19 18:58:52,已出餐,24.5
13885,790,2024-12-19 19:00:44,已出餐,19.95
13886,623,2024-12-19 19:00:53,已出餐,28.7
13887,742,2024-12-19 19:01:18,已出餐,35.0
13888,741,2024-12-19 19:01:27,已出餐,40.6
13889,380,2024-12-19 19:01:29,已出餐,14.7
13890,777,2024-12-19 19:01:29,已出餐,23.8
13891,545,2024-12-19 19:01:36,已出餐,7.0
13892,393,2024-12-19 19:01:47,已出餐,7.0
13893,329,2024-12-19 19:02:03,已出餐,32.2
13894,466,2024-12-19 19:02:40,已出餐,25.55
13895,243,2024-12-19 19:02:56,已出餐,8.75
13896,918,2024-12-19 19:03:41,已出餐,28.0
13897,559,2024-12-19 19:05:04,已出餐,39.2
13898,40,2024-12-19 19:05:04,已出餐,11.2
13899,723,2024-12-19 19:05:55,已出餐,16.8
13900,195,2024-12-19 19:06:30,已出餐,31.5
13901,1005,2024-12-19 19:06:55,已出餐,22.05
13902,38,2024-12-19 19:07:10,已出餐,24.85
13903,476,2024-12-19 19:07:20,已出餐,28.0
13904,67,2024-12-19 19:07:27,已出餐,13.3
13905,6,2024-12-19 19:07:50,已出餐,21.7
13906,929,2024-12-19 19:08:25,已出餐,25.9
13907,226,2024-12-19 19:09:47,已出餐,33.6
13908,544,2024-12-19 19:10:45,已出餐,12.6
13909,939,2024-12-19 19:12:24,已出餐,33.6
13910,865,2024-12-19 19:15:43,已出餐,7.7
13911,408,2024-12-19 19:15:59,已出餐,19.95
13912,545,2024-12-19 19:16:22,已出餐,21.0
13913,397,2024-12-19 19:16:38,已出餐,34.3
13914,352,2024-12-19 19:17:54,已出餐,28.0
13915,570,2024-12-19 19:20:25,已出餐,32.55
13916,692,2024-12-19 19:21:20,已出餐,18.55
13917,649,2024-12-19 19:21:40,已出餐,29.4
13918,68,2024-12-19 19:21:57,已出餐,16.8
13919,592,2024-12-19 19:22:17,已出餐,6.3
13920,558,2024-12-19 19:23:11,已出餐,11.2
13921,1013,2024-12-19 19:24:25,已出餐,31.15
13922,89,2024-12-19 19:24:53,已出餐,17.5
13923,705,2024-12-19 19:25:07,已出餐,25.55
13924,1058,2024-12-19 19:27:21,已出餐,9.1
13925,975,2024-12-19 19:27:26,已出餐,7.0
13926,602,2024-12-19 19:27:51,已出餐,18.55
13927,85,2024-12-19 19:27:54,已出餐,34.3
13928,817,2024-12-19 19:28:55,已出餐,10.5
13929,529,2024-12-19 19:30:44,已出餐,36.05
13930,195,2024-12-19 19:30:46,已出餐,26.25
13931,488,2024-12-19 19:31:42,已出餐,30.1
13932,754,2024-12-19 19:31:56,已出餐,15.75
13933,104,2024-12-19 19:32:33,已出餐,33.6
13934,457,2024-12-19 19:33:25,已出餐,15.05
13935,875,2024-12-19 19:34:48,已出餐,53.55
13936,801,2024-12-19 19:34:51,已出餐,37.8
13937,282,2024-12-19 19:36:24,已出餐,6.3
13938,104,2024-12-19 19:36:30,已出餐,28.0
13939,776,2024-12-19 19:37:29,已出餐,16.8
13940,265,2024-12-19 19:37:33,已出餐,16.8
13941,96,2024-12-19 19:37:36,已出餐,19.6
13942,785,2024-12-19 19:40:15,已出餐,25.2
13943,336,2024-12-19 19:40:35,已出餐,26.95
13944,423,2024-12-19 19:42:15,已出餐,45.5
13945,8,2024-12-19 19:42:24,已出餐,22.4
13946,971,2024-12-19 19:42:54,已出餐,23.1
13947,429,2024-12-19 19:44:02,已出餐,40.95
13948,334,2024-12-19 19:44:03,已出餐,37.8
13949,379,2024-12-19 19:44:07,已出餐,49.7
13950,895,2024-12-19 19:45:15,已出餐,42.35
13951,37,2024-12-19 19:45:27,已出餐,8.4
13952,799,2024-12-19 19:45:39,已出餐,25.55
13953,585,2024-12-19 19:46:02,已出餐,10.5
13954,525,2024-12-19 19:47:36,已出餐,9.8
13955,872,2024-12-19 19:47:56,已出餐,16.8
13956,585,2024-12-19 19:48:24,已出餐,28.0
13957,308,2024-12-19 19:48:53,已出餐,42.7
13958,885,2024-12-19 19:49:34,已出餐,12.25
13959,199,2024-12-19 19:50:57,已出餐,20.3
13960,542,2024-12-19 19:51:36,已出餐,16.8
13961,1012,2024-12-19 19:52:05,已出餐,12.25
13962,133,2024-12-19 19:52:15,已出餐,33.95
13963,928,2024-12-19 19:52:49,已出餐,47.95
13964,940,2024-12-19 19:53:15,已出餐,36.05
13965,817,2024-12-19 19:53:37,已出餐,32.55
13966,163,2024-12-19 19:53:56,已出餐,53.9
13967,566,2024-12-19 19:54:51,已出餐,40.6
13968,138,2024-12-19 19:55:09,已出餐,42.35
13969,94,2024-12-19 19:55:33,已出餐,8.4
13970,52,2024-12-19 19:56:19,已出餐,11.2
13971,1080,2024-12-19 19:56:22,已出餐,22.4
13972,844,2024-12-19 19:56:40,已出餐,37.1
13973,977,2024-12-19 19:57:52,已出餐,27.3
13974,154,2024-12-19 19:59:03,已出餐,33.6
13975,38,2024-12-19 19:59:21,已出餐,43.05
13976,827,2024-12-19 20:00:10,已出餐,33.95
13977,721,2024-12-19 20:00:27,已出餐,57.05
13978,25,2024-12-19 20:00:28,已出餐,9.1
13979,161,2024-12-19 20:00:44,已出餐,15.75
13980,730,2024-12-19 20:00:54,已出餐,14.7
13981,965,2024-12-19 20:01:05,已出餐,49.0
13982,434,2024-12-19 20:01:17,已出餐,20.3
13983,375,2024-12-19 20:01:29,已出餐,30.45
13984,571,2024-12-19 20:01:30,已出餐,30.8
13985,630,2024-12-19 20:01:48,已出餐,13.3
13986,336,2024-12-19 20:02:06,已出餐,35.7
13987,892,2024-12-19 20:02:20,已出餐,21.0
13988,151,2024-12-19 20:02:38,已出餐,26.25
13989,276,2024-12-19 20:02:49,已出餐,28.35
13990,929,2024-12-19 20:03:10,已出餐,33.25
13991,516,2024-12-19 20:03:22,已出餐,30.8
13992,894,2024-12-19 20:03:49,已出餐,33.95
13993,720,2024-12-19 20:04:28,已出餐,22.4
13994,919,2024-12-19 20:04:33,已出餐,22.4
13995,233,2024-12-19 20:05:30,已出餐,28.7
13996,608,2024-12-19 20:06:00,已出餐,28.0
13997,140,2024-12-19 20:06:02,已出餐,48.3
13998,1077,2024-12-19 20:06:04,已出餐,21.7
13999,562,2024-12-19 20:07:34,已出餐,9.8
14000,678,2024-12-19 20:08:12,已出餐,35.7
14001,603,2024-12-19 20:08:13,已出餐,12.25
14002,982,2024-12-19 20:08:21,已出餐,9.1
14003,900,2024-12-19 20:08:36,已出餐,42.0
14004,452,2024-12-19 20:09:28,已出餐,13.3
14005,661,2024-12-19 20:11:26,已出餐,32.9
14006,847,2024-12-19 20:11:38,已出餐,22.05
14007,53,2024-12-19 20:11:40,已出餐,10.5
14008,1021,2024-12-19 20:11:50,已出餐,25.55
14009,547,2024-12-19 20:12:29,已出餐,13.3
14010,770,2024-12-19 20:13:38,已出餐,26.25
14011,9,2024-12-19 20:14:10,已出餐,16.8
14012,1037,2024-12-19 20:14:11,已出餐,21.7
14013,754,2024-12-19 20:14:39,已出餐,15.75
14014,661,2024-12-19 20:14:46,已出餐,22.75
14015,1041,2024-12-19 20:14:50,已出餐,19.6
14016,1021,2024-12-19 20:14:57,已出餐,45.85
14017,881,2024-12-19 20:15:40,已出餐,6.3
14018,241,2024-12-19 20:15:45,已出餐,39.2
14019,762,2024-12-19 20:15:54,已出餐,28.7
14020,889,2024-12-19 20:15:55,已出餐,33.25
14021,1056,2024-12-19 20:16:34,已出餐,40.95
14022,413,2024-12-19 20:16:46,已出餐,38.5
14023,1095,2024-12-19 20:16:53,已出餐,13.3
14024,938,2024-12-19 20:17:19,已出餐,26.6
14025,303,2024-12-19 20:18:27,已出餐,47.95
14026,902,2024-12-19 20:19:20,已出餐,15.75
14027,301,2024-12-19 20:20:15,已出餐,7.0
14028,998,2024-12-19 20:20:20,已出餐,37.45
14029,787,2024-12-19 20:20:23,已出餐,42.0
14030,939,2024-12-19 20:20:26,已出餐,31.5
14031,135,2024-12-19 20:20:34,已出餐,31.5
14032,58,2024-12-19 20:20:34,已出餐,23.1
14033,982,2024-12-19 20:20:42,已出餐,33.25
14034,335,2024-12-19 20:21:25,已出餐,42.0
14035,930,2024-12-19 20:21:25,已出餐,36.4
14036,346,2024-12-19 20:21:41,已出餐,34.3
14037,39,2024-12-19 20:21:42,已出餐,17.5
14038,255,2024-12-19 20:21:44,已出餐,21.0
14039,57,2024-12-19 20:21:51,已出餐,12.6
14040,619,2024-12-19 20:21:53,已出餐,14.7
14041,723,2024-12-19 20:21:58,已出餐,9.8
14042,657,2024-12-19 20:22:06,已出餐,12.25
14043,17,2024-12-19 20:22:33,已出餐,17.5
14044,313,2024-12-19 20:22:45,已出餐,20.65
14045,412,2024-12-19 20:22:56,已出餐,23.1
14046,22,2024-12-19 20:23:07,已出餐,30.8
14047,1073,2024-12-19 20:23:42,已出餐,21.0
14048,899,2024-12-19 20:23:45,已出餐,25.9
14049,174,2024-12-19 20:23:47,已出餐,20.3
14050,372,2024-12-19 20:24:36,已出餐,46.2
14051,236,2024-12-19 20:24:55,已出餐,8.75
14052,67,2024-12-19 20:24:56,已出餐,28.0
14053,724,2024-12-19 20:25:16,已出餐,27.3
14054,121,2024-12-19 20:25:17,已出餐,10.5
14055,633,2024-12-19 20:25:54,已出餐,29.4
14056,600,2024-12-19 20:26:09,已出餐,20.3
14057,1,2024-12-19 20:26:11,已出餐,35.35
14058,404,2024-12-19 20:27:07,已出餐,45.15
14059,915,2024-12-19 20:27:12,已出餐,34.3
14060,62,2024-12-19 20:27:16,已出餐,42.7
14061,866,2024-12-19 20:27:43,已出餐,16.1
14062,845,2024-12-19 20:28:07,已出餐,17.5
14063,523,2024-12-19 20:29:18,已出餐,36.75
14064,83,2024-12-19 20:29:27,已出餐,35.0
14065,1044,2024-12-19 20:29:32,已出餐,7.0
14066,570,2024-12-20 11:00:18,已出餐,14.7
14067,818,2024-12-20 11:00:24,已出餐,12.25
14068,177,2024-12-20 11:01:26,已出餐,22.05
14069,634,2024-12-20 11:01:39,已出餐,35.0
14070,438,2024-12-20 11:03:25,已出餐,8.75
14071,287,2024-12-20 11:03:29,已出餐,16.8
14072,120,2024-12-20 11:03:46,已出餐,9.8
14073,840,2024-12-20 11:03:52,已出餐,12.6
14074,537,2024-12-20 11:04:17,已出餐,23.1
14075,166,2024-12-20 11:04:31,已出餐,13.3
14076,320,2024-12-20 11:04:34,已出餐,16.8
14077,1,2024-12-20 11:04:40,已出餐,37.45
14078,143,2024-12-20 11:05:11,已出餐,36.05
14079,714,2024-12-20 11:05:42,已出餐,23.1
14080,939,2024-12-20 11:06:25,已出餐,44.1
14081,353,2024-12-20 11:06:50,已出餐,48.3
14082,46,2024-12-20 11:06:50,已出餐,40.95
14083,271,2024-12-20 11:07:35,已出餐,19.6
14084,118,2024-12-20 11:07:39,已出餐,9.8
14085,874,2024-12-20 11:08:54,已出餐,33.25
14086,715,2024-12-20 11:09:44,已出餐,30.8
14087,954,2024-12-20 11:09:46,已出餐,43.75
14088,425,2024-12-20 11:11:18,已出餐,29.4
14089,361,2024-12-20 11:11:22,已出餐,34.3
14090,530,2024-12-20 11:11:27,已出餐,29.05
14091,468,2024-12-20 11:12:22,已出餐,39.55
14092,749,2024-12-20 11:12:26,已出餐,19.6
14093,140,2024-12-20 11:12:37,已出餐,43.05
14094,652,2024-12-20 11:13:33,已出餐,21.0
14095,641,2024-12-20 11:13:45,已出餐,29.75
14096,150,2024-12-20 11:14:30,已出餐,38.5
14097,1024,2024-12-20 11:14:30,已出餐,14.7
14098,271,2024-12-20 11:14:33,已出餐,46.2
14099,481,2024-12-20 11:15:34,已出餐,32.9
14100,491,2024-12-20 11:16:11,已出餐,25.55
14101,1013,2024-12-20 11:16:26,已出餐,22.4
14102,290,2024-12-20 11:17:03,已出餐,29.4
14103,612,2024-12-20 11:17:03,已出餐,15.75
14104,1091,2024-12-20 11:18:08,已出餐,31.5
14105,316,2024-12-20 11:18:12,已出餐,32.2
14106,506,2024-12-20 11:18:43,已出餐,32.2
14107,481,2024-12-20 11:19:09,已出餐,15.75
14108,887,2024-12-20 11:20:19,已出餐,10.5
14109,791,2024-12-20 11:21:20,已出餐,26.6
14110,196,2024-12-20 11:22:07,已出餐,14.7
14111,804,2024-12-20 11:22:11,已出餐,8.4
14112,131,2024-12-20 11:22:11,已出餐,16.1
14113,444,2024-12-20 11:23:46,已出餐,16.8
14114,725,2024-12-20 11:24:22,已出餐,13.3
14115,93,2024-12-20 11:24:27,已出餐,32.55
14116,489,2024-12-20 11:24:30,已出餐,15.75
14117,1065,2024-12-20 11:24:57,已出餐,6.3
14118,560,2024-12-20 11:25:17,已出餐,26.6
14119,704,2024-12-20 11:28:00,已出餐,16.8
14120,737,2024-12-20 11:28:59,已出餐,21.7
14121,473,2024-12-20 11:29:00,已出餐,16.8
14122,155,2024-12-20 11:29:31,已出餐,26.25
14123,456,2024-12-20 11:30:29,已出餐,43.75
14124,712,2024-12-20 11:30:41,已出餐,14.7
14125,1094,2024-12-20 11:30:50,已出餐,26.95
14126,33,2024-12-20 11:31:13,已出餐,26.95
14127,180,2024-12-20 11:31:41,已出餐,35.7
14128,802,2024-12-20 11:32:33,已出餐,28.0
14129,171,2024-12-20 11:32:40,已出餐,21.0
14130,648,2024-12-20 11:32:53,已出餐,12.25
14131,528,2024-12-20 11:33:00,已出餐,33.25
14132,693,2024-12-20 11:34:19,已出餐,47.6
14133,783,2024-12-20 11:34:22,已出餐,24.5
14134,733,2024-12-20 11:35:08,已出餐,21.35
14135,215,2024-12-20 11:35:26,已出餐,38.5
14136,1076,2024-12-20 11:36:18,已出餐,9.8
14137,333,2024-12-20 11:37:12,已出餐,29.05
14138,637,2024-12-20 11:37:14,已出餐,27.3
14139,1086,2024-12-20 11:38:14,已出餐,46.2
14140,219,2024-12-20 11:38:14,已出餐,28.7
14141,35,2024-12-20 11:38:24,已出餐,25.2
14142,617,2024-12-20 11:38:37,已出餐,28.7
14143,779,2024-12-20 11:38:55,已出餐,46.2
14144,946,2024-12-20 11:40:33,已出餐,41.65
14145,190,2024-12-20 11:40:37,已出餐,34.65
14146,313,2024-12-20 11:40:48,已出餐,9.1
14147,996,2024-12-20 11:41:02,已出餐,23.1
14148,741,2024-12-20 11:42:44,已出餐,35.0
14149,713,2024-12-20 11:43:18,已出餐,22.75
14150,244,2024-12-20 11:43:36,已出餐,23.1
14151,179,2024-12-20 11:43:40,已出餐,13.3
14152,161,2024-12-20 11:43:47,已出餐,11.2
14153,270,2024-12-20 11:44:21,已出餐,21.0
14154,865,2024-12-20 11:44:33,已出餐,10.5
14155,214,2024-12-20 11:44:37,已出餐,50.75
14156,676,2024-12-20 11:44:40,已出餐,18.2
14157,537,2024-12-20 11:45:02,已出餐,30.45
14158,656,2024-12-20 11:45:04,已出餐,12.25
14159,569,2024-12-20 11:45:12,已出餐,38.85
14160,874,2024-12-20 11:45:29,已出餐,40.6
14161,466,2024-12-20 11:45:43,已出餐,16.8
14162,807,2024-12-20 11:46:28,已出餐,45.15
14163,438,2024-12-20 11:46:29,已出餐,7.7
14164,867,2024-12-20 11:46:50,已出餐,51.1
14165,822,2024-12-20 11:46:52,已出餐,10.5
14166,409,2024-12-20 11:47:05,已出餐,16.8
14167,678,2024-12-20 11:47:08,已出餐,26.95
14168,1063,2024-12-20 11:48:01,已出餐,28.0
14169,1079,2024-12-20 11:48:22,已出餐,10.5
14170,5,2024-12-20 11:48:54,已出餐,47.6
14171,86,2024-12-20 11:49:23,已出餐,16.8
14172,417,2024-12-20 11:49:24,已出餐,38.5
14173,725,2024-12-20 11:49:49,已出餐,23.8
14174,175,2024-12-20 11:50:25,已出餐,6.3
14175,897,2024-12-20 11:51:36,已出餐,45.15
14176,660,2024-12-20 11:51:46,已出餐,26.25
14177,610,2024-12-20 11:51:55,已出餐,43.05
14178,1067,2024-12-20 11:52:21,已出餐,15.05
14179,205,2024-12-20 11:52:34,已出餐,12.6
14180,25,2024-12-20 11:52:39,已出餐,16.8
14181,610,2024-12-20 11:52:55,已出餐,40.25
14182,773,2024-12-20 11:53:37,已出餐,22.4
14183,935,2024-12-20 11:54:28,已出餐,18.55
14184,155,2024-12-20 11:55:03,已出餐,35.0
14185,169,2024-12-20 11:55:14,已出餐,47.6
14186,380,2024-12-20 11:55:24,已出餐,15.75
14187,291,2024-12-20 11:55:51,已出餐,14.7
14188,315,2024-12-20 11:56:04,已出餐,21.0
14189,701,2024-12-20 11:56:08,已出餐,25.9
14190,360,2024-12-20 11:56:41,已出餐,18.55
14191,795,2024-12-20 11:56:52,已出餐,9.8
14192,694,2024-12-20 11:57:20,已出餐,25.55
14193,1084,2024-12-20 11:58:10,已出餐,38.5
14194,38,2024-12-20 12:00:25,已出餐,28.0
14195,239,2024-12-20 12:00:40,已出餐,40.25
14196,1081,2024-12-20 12:01:11,已出餐,15.75
14197,286,2024-12-20 12:01:21,已出餐,26.25
14198,386,2024-12-20 12:01:39,已出餐,16.8
14199,1071,2024-12-20 12:01:46,已出餐,31.5
14200,898,2024-12-20 12:01:49,已出餐,9.8
14201,178,2024-12-20 12:02:47,已出餐,10.5
14202,393,2024-12-20 12:02:49,已出餐,36.75
14203,333,2024-12-20 12:02:57,已出餐,14.7
14204,486,2024-12-20 12:03:08,已出餐,15.75
14205,329,2024-12-20 12:03:25,已出餐,33.25
14206,189,2024-12-20 12:03:38,已出餐,28.0
14207,1054,2024-12-20 12:04:37,已出餐,37.8
14208,303,2024-12-20 12:04:48,已出餐,23.8
14209,555,2024-12-20 12:04:53,已出餐,32.55
14210,765,2024-12-20 12:04:59,已出餐,37.8
14211,1058,2024-12-20 12:05:05,已出餐,51.8
14212,797,2024-12-20 12:05:35,已出餐,11.2
14213,809,2024-12-20 12:06:41,已出餐,24.5
14214,555,2024-12-20 12:07:16,已出餐,17.5
14215,345,2024-12-20 12:07:35,已出餐,32.55
14216,59,2024-12-20 12:08:12,已出餐,35.7
14217,362,2024-12-20 12:08:29,已出餐,16.1
14218,531,2024-12-20 12:08:45,已出餐,11.2
14219,467,2024-12-20 12:09:00,已出餐,23.8
14220,742,2024-12-20 12:09:02,已出餐,25.55
14221,108,2024-12-20 12:09:12,已出餐,32.55
14222,512,2024-12-20 12:09:22,已出餐,16.8
14223,38,2024-12-20 12:10:26,已出餐,22.05
14224,851,2024-12-20 12:10:55,已出餐,22.4
14225,841,2024-12-20 12:11:02,已出餐,26.6
14226,552,2024-12-20 12:11:33,已出餐,29.05
14227,238,2024-12-20 12:11:43,已出餐,8.75
14228,633,2024-12-20 12:11:52,已出餐,21.0
14229,248,2024-12-20 12:12:37,已出餐,28.0
14230,443,2024-12-20 12:12:46,已出餐,19.95
14231,369,2024-12-20 12:12:59,已出餐,27.3
14232,514,2024-12-20 12:13:13,已出餐,18.2
14233,365,2024-12-20 12:13:18,已出餐,38.5
14234,283,2024-12-20 12:13:19,已出餐,20.3
14235,318,2024-12-20 12:13:54,已出餐,7.7
14236,742,2024-12-20 12:14:11,已出餐,35.0
14237,553,2024-12-20 12:14:46,已出餐,37.45
14238,542,2024-12-20 12:15:41,已出餐,20.3
14239,1048,2024-12-20 12:15:58,已出餐,6.3
14240,312,2024-12-20 12:16:26,已出餐,7.7
14241,618,2024-12-20 12:16:50,已出餐,26.25
14242,1052,2024-12-20 12:17:17,已出餐,48.3
14243,106,2024-12-20 12:17:21,已出餐,20.3
14244,673,2024-12-20 12:18:44,已出餐,25.2
14245,848,2024-12-20 12:20:32,已出餐,12.25
14246,18,2024-12-20 12:21:54,已出餐,32.55
14247,845,2024-12-20 12:22:23,已出餐,19.6
14248,872,2024-12-20 12:22:24,已出餐,36.4
14249,724,2024-12-20 12:22:26,已出餐,8.75
14250,1004,2024-12-20 12:22:34,已出餐,43.05
14251,645,2024-12-20 12:22:53,已出餐,8.4
14252,216,2024-12-20 12:22:58,已出餐,17.5
14253,243,2024-12-20 12:23:14,已出餐,40.6
14254,568,2024-12-20 12:23:41,已出餐,27.3
14255,1008,2024-12-20 12:24:46,已出餐,7.7
14256,38,2024-12-20 12:25:35,已出餐,56.7
14257,463,2024-12-20 12:26:06,已出餐,16.8
14258,2,2024-12-20 12:26:20,已出餐,32.2
14259,821,2024-12-20 12:26:42,已出餐,29.4
14260,800,2024-12-20 12:26:51,已出餐,15.05
14261,433,2024-12-20 12:28:09,已出餐,14.0
14262,866,2024-12-20 12:29:06,已出餐,7.0
14263,830,2024-12-20 12:29:09,已出餐,12.6
14264,452,2024-12-20 12:29:19,已出餐,17.5
14265,872,2024-12-20 12:29:31,已出餐,41.65
14266,800,2024-12-20 12:29:50,已出餐,27.3
14267,283,2024-12-20 12:30:23,已出餐,29.4
14268,115,2024-12-20 12:30:43,已出餐,28.0
14269,824,2024-12-20 12:32:17,已出餐,13.3
14270,477,2024-12-20 12:32:40,已出餐,37.45
14271,1010,2024-12-20 12:32:41,已出餐,12.25
14272,318,2024-12-20 12:32:54,已出餐,21.0
14273,761,2024-12-20 12:33:47,已出餐,26.95
14274,651,2024-12-20 12:34:04,已出餐,12.6
14275,969,2024-12-20 12:35:06,已出餐,24.15
14276,693,2024-12-20 12:36:13,已出餐,40.6
14277,556,2024-12-20 12:36:40,已出餐,31.5
14278,700,2024-12-20 12:37:28,已出餐,22.05
14279,734,2024-12-20 12:38:08,已出餐,7.0
14280,468,2024-12-20 12:38:34,已出餐,35.0
14281,138,2024-12-20 12:38:50,已出餐,13.3
14282,385,2024-12-20 12:39:06,已出餐,21.0
14283,410,2024-12-20 12:39:21,已出餐,41.65
14284,895,2024-12-20 12:40:52,已出餐,19.95
14285,1046,2024-12-20 12:41:29,已出餐,16.8
14286,345,2024-12-20 12:42:24,已出餐,44.45
14287,787,2024-12-20 12:42:35,已出餐,19.25
14288,696,2024-12-20 12:42:55,已出餐,20.3
14289,22,2024-12-20 12:43:09,已出餐,35.35
14290,221,2024-12-20 12:43:50,已出餐,34.65
14291,1039,2024-12-20 12:43:51,已出餐,33.6
14292,133,2024-12-20 12:44:07,已出餐,48.3
14293,844,2024-12-20 12:45:38,已出餐,43.4
14294,522,2024-12-20 12:45:39,已出餐,11.2
14295,78,2024-12-20 12:45:41,已出餐,23.45
14296,1022,2024-12-20 12:49:19,已出餐,34.3
14297,476,2024-12-20 12:49:44,已出餐,9.8
14298,414,2024-12-20 12:49:56,已出餐,28.0
14299,641,2024-12-20 12:50:18,已出餐,22.75
14300,862,2024-12-20 12:50:22,已出餐,21.7
14301,187,2024-12-20 12:50:56,已出餐,34.3
14302,550,2024-12-20 12:51:01,已出餐,26.95
14303,1087,2024-12-20 12:51:42,已出餐,39.9
14304,487,2024-12-20 12:51:57,已出餐,21.0
14305,270,2024-12-20 12:52:19,已出餐,18.2
14306,989,2024-12-20 12:52:26,已出餐,26.6
14307,836,2024-12-20 12:52:34,已出餐,13.3
14308,112,2024-12-20 12:52:54,已出餐,51.1
14309,250,2024-12-20 12:53:06,已出餐,29.05
