material_id,name,allergens,calorie,carbon_emission,protein,fat,carbohydrate
3770,牛肉,,2.68,0.28,0.25,0.17,0.0
3771,鸡肉,,2.42,0.06,0.27,0.15,0.0
3772,牛肉,,2.48,0.26,0.25,0.14,0.0
3773,花生,花生,5.12,0.04,0.24,0.48,0.14
3774,小麦,小麦,3.0,0.01,0.13,0.02,0.69
3775,牛肉,,2.56,0.26,0.24,0.15,0.0
3776,鸡肉,,2.41,0.07,0.28,0.15,0.0
3777,猪肉,,2.51,0.13,0.22,0.13,0.0
3778,牛肉,,2.53,0.29,0.25,0.17,0.0
3779,大豆,大豆,4.07,0.02,0.33,0.2,0.3
3780,胡萝卜,,0.35,0.02,0.02,0.01,0.09
3781,黄瓜,,0.14,0.0,0.01,0.0,0.04
3782,黄瓜,,0.12,0.0,0.01,0.0,0.04
3783,胡萝卜,,0.38,0.02,0.02,0.0,0.09
3784,西红柿,,0.21,0.01,0.01,0.01,0.03
3785,西红柿,,0.2,0.01,0.02,0.0,0.04
3786,黄瓜,,0.16,0.01,0.02,0.0,0.04
3787,大豆,大豆,4.73,0.02,0.35,0.2,0.31
3788,鸡肉,,2.24,0.08,0.27,0.15,0.01
3789,花生,花生,5.91,0.02,0.25,0.47,0.16
3790,大豆,大豆,4.4,0.02,0.41,0.21,0.28
3791,白菜,,0.15,0.01,0.01,0.0,0.02
3792,大豆,大豆,4.66,0.03,0.34,0.21,0.31
3793,鸡肉,,2.45,0.07,0.27,0.14,0.01
3794,鸡蛋,鸡蛋,1.16,0.05,0.15,0.11,0.01
3795,鸡蛋,鸡蛋,1.22,0.06,0.14,0.13,0.01
3796,小麦,小麦,3.19,0.03,0.14,0.01,0.69
3797,大豆,大豆,4.37,0.03,0.35,0.19,0.31
3798,花生,花生,5.88,0.03,0.28,0.45,0.14
3799,大豆,大豆,4.19,0.03,0.38,0.18,0.29
3800,小麦,小麦,3.39,0.03,0.12,0.01,0.66
3801,牛肉,,2.55,0.26,0.26,0.14,0.0
3802,大豆,大豆,3.88,0.03,0.35,0.21,0.3
3803,猪肉,,2.24,0.12,0.22,0.14,0.0
3804,白菜,,0.16,0.01,0.01,0.01,0.03
3805,猪肉,,2.35,0.13,0.21,0.12,0.0
3806,花生,花生,5.49,0.04,0.28,0.48,0.15
3807,牛肉,,2.47,0.25,0.28,0.14,0.0
3808,鸡蛋,鸡蛋,1.67,0.05,0.13,0.09,0.01
3809,黄瓜,,0.16,0.01,0.01,0.0,0.03
3810,鸡肉,,2.5,0.08,0.25,0.14,0.0
3811,黄瓜,,0.2,0.0,0.02,0.0,0.04
3812,小麦,小麦,3.42,0.01,0.12,0.02,0.71
3813,胡萝卜,,0.35,0.01,0.02,0.0,0.1
3814,牛肉,,2.47,0.27,0.24,0.14,0.0
3815,西红柿,,0.18,0.01,0.02,0.0,0.05
3816,白菜,,0.1,0.01,0.01,0.0,0.02
3817,猪肉,,2.45,0.11,0.22,0.15,0.0
3818,胡萝卜,,0.4,0.01,0.01,0.01,0.09
3819,白菜,,0.14,0.0,0.02,0.01,0.02
3820,牛肉,,2.66,0.28,0.27,0.15,0.0
3821,牛肉,,2.64,0.28,0.23,0.17,0.0
3822,牛肉,,2.46,0.27,0.27,0.15,0.0
3823,黄瓜,,0.12,0.0,0.01,0.01,0.05
3824,鸡蛋,鸡蛋,1.26,0.05,0.12,0.1,0.01
3825,白菜,,0.16,0.01,0.02,0.01,0.03
3826,猪肉,,2.23,0.11,0.2,0.15,0.01
3827,鸡肉,,2.31,0.08,0.27,0.15,0.01
3828,胡萝卜,,0.43,0.01,0.02,0.0,0.11
3829,白菜,,0.13,0.0,0.02,0.0,0.02
3830,鸡蛋,鸡蛋,1.79,0.05,0.12,0.11,0.01
3831,黄瓜,,0.16,0.01,0.01,0.01,0.03
3832,小麦,小麦,3.38,0.02,0.12,0.02,0.67
3833,鸡肉,,2.37,0.07,0.26,0.13,0.01
3834,黄瓜,,0.14,0.0,0.01,0.01,0.05
3835,牛肉,,2.42,0.28,0.26,0.14,0.01
3836,猪肉,,2.49,0.12,0.22,0.15,0.01
3837,白菜,,0.15,0.0,0.01,0.01,0.02
3838,胡萝卜,,0.4,0.02,0.02,0.0,0.11
3839,牛肉,,2.64,0.25,0.27,0.16,0.01
3840,胡萝卜,,0.47,0.01,0.02,0.01,0.08
3841,黄瓜,,0.12,0.01,0.02,0.0,0.03
3842,黄瓜,,0.13,0.0,0.01,0.0,0.03
3843,鸡蛋,鸡蛋,1.21,0.06,0.1,0.12,0.01
3844,牛肉,,2.28,0.27,0.26,0.17,0.0
3845,花生,花生,5.54,0.02,0.28,0.51,0.16
3846,猪肉,,2.2,0.14,0.23,0.15,0.01
3847,鸡肉,,2.32,0.07,0.29,0.15,0.0
3848,胡萝卜,,0.41,0.0,0.01,0.0,0.1
3849,猪肉,,2.61,0.11,0.24,0.16,0.0
3850,猪肉,,2.45,0.12,0.21,0.14,0.01
3851,鸡肉,,2.41,0.08,0.29,0.14,0.01
3852,西红柿,,0.2,0.01,0.02,0.0,0.03
3853,鸡肉,,2.38,0.08,0.25,0.14,0.01
3854,花生,花生,5.73,0.03,0.23,0.48,0.15
3855,猪肉,,2.48,0.14,0.22,0.15,0.0
3856,猪肉,,2.44,0.11,0.19,0.14,0.0
3857,牛奶,牛奶,0.51,0.02,0.04,0.02,0.05
3858,牛奶,牛奶,0.43,0.03,0.03,0.01,0.06
3859,猪肉,,2.57,0.1,0.25,0.16,0.0
3860,猪肉,,2.43,0.12,0.24,0.12,0.0
3861,花生,花生,5.41,0.03,0.27,0.46,0.17
3862,鸡蛋,鸡蛋,1.66,0.05,0.11,0.1,0.02
3863,白菜,,0.11,0.0,0.02,0.01,0.02
3864,牛肉,,2.44,0.28,0.25,0.15,0.0
3865,黄瓜,,0.15,0.01,0.01,0.0,0.04
3866,花生,花生,5.58,0.02,0.24,0.49,0.14
3867,牛肉,,2.56,0.26,0.27,0.13,0.0
3868,白菜,,0.15,0.0,0.01,0.01,0.01
3869,鸡肉,,2.55,0.06,0.29,0.14,0.0
3870,牛肉,,2.73,0.27,0.26,0.16,0.0
3871,黄瓜,,0.15,0.01,0.01,0.0,0.04
3872,牛肉,,2.79,0.28,0.25,0.15,0.01
3873,牛奶,牛奶,0.45,0.02,0.03,0.01,0.05
3874,花生,花生,5.59,0.03,0.25,0.5,0.17
3875,猪肉,,2.36,0.14,0.22,0.15,0.01
3876,大豆,大豆,4.26,0.03,0.35,0.21,0.31
3877,黄瓜,,0.16,0.0,0.01,0.0,0.04
3878,大豆,大豆,4.44,0.03,0.37,0.18,0.3
3879,牛肉,,2.65,0.26,0.26,0.13,0.01
3880,鸡肉,,2.46,0.07,0.29,0.16,0.01
3881,西红柿,,0.17,0.0,0.02,0.0,0.04
3882,猪肉,,2.59,0.11,0.22,0.15,0.0
3883,鸡肉,,2.33,0.06,0.26,0.15,0.0
3884,牛肉,,2.64,0.28,0.26,0.13,0.01
3885,猪肉,,2.33,0.11,0.23,0.12,0.01
3886,猪肉,,2.44,0.11,0.2,0.13,0.01
3887,鸡肉,,2.4,0.07,0.29,0.15,0.01
3888,大豆,大豆,4.26,0.03,0.35,0.18,0.3
3889,鸡肉,,2.26,0.08,0.28,0.13,0.01
3890,大豆,大豆,4.99,0.01,0.39,0.19,0.32
3891,胡萝卜,,0.45,0.0,0.01,0.01,0.1
3892,猪肉,,2.52,0.11,0.22,0.13,0.0
3893,胡萝卜,,0.36,0.01,0.02,0.0,0.08
3894,鸡肉,,2.31,0.07,0.27,0.14,0.01
3895,牛肉,,2.34,0.28,0.26,0.13,0.0
3896,白菜,,0.16,0.0,0.02,0.01,0.02
3897,花生,花生,5.35,0.03,0.28,0.44,0.16
3898,白菜,,0.11,0.01,0.02,0.01,0.03
3899,鸡蛋,鸡蛋,1.3,0.05,0.15,0.11,0.02
3900,猪肉,,2.31,0.11,0.24,0.14,0.01
3901,西红柿,,0.2,0.0,0.02,0.0,0.04
3902,牛肉,,2.5,0.27,0.24,0.15,0.0
3903,牛奶,牛奶,0.41,0.02,0.02,0.02,0.06
3904,胡萝卜,,0.45,0.01,0.01,0.01,0.1
3905,牛肉,,2.41,0.26,0.26,0.16,0.01
3906,鸡蛋,鸡蛋,1.58,0.05,0.14,0.1,0.02
3907,西红柿,,0.19,0.0,0.01,0.0,0.04
3908,黄瓜,,0.14,0.0,0.01,0.01,0.05
3909,西红柿,,0.16,0.0,0.01,0.0,0.05
3910,西红柿,,0.18,0.01,0.01,0.0,0.03
3911,小麦,小麦,3.62,0.01,0.13,0.01,0.67
3912,西红柿,,0.14,0.01,0.01,0.01,0.05
3913,猪肉,,2.26,0.12,0.23,0.16,0.01
3914,鸡蛋,鸡蛋,1.42,0.05,0.13,0.13,0.02
3915,西红柿,,0.15,0.01,0.01,0.0,0.05
3916,鸡肉,,2.72,0.07,0.27,0.14,0.01
3917,猪肉,,2.18,0.13,0.22,0.14,0.0
3918,鸡蛋,鸡蛋,1.4,0.06,0.12,0.13,0.02
3919,鸡蛋,鸡蛋,1.37,0.05,0.12,0.1,0.02
3920,大豆,大豆,4.36,0.02,0.35,0.21,0.3
3921,花生,花生,6.01,0.03,0.29,0.47,0.16
3922,牛奶,牛奶,0.38,0.03,0.03,0.02,0.06
3923,西红柿,,0.16,0.0,0.02,0.01,0.03
3924,大豆,大豆,4.65,0.03,0.4,0.2,0.31
3925,西红柿,,0.16,0.01,0.01,0.01,0.03
3926,西红柿,,0.17,0.0,0.01,0.01,0.05
3927,黄瓜,,0.18,0.01,0.02,0.01,0.04
3928,胡萝卜,,0.35,0.01,0.02,0.01,0.08
3929,胡萝卜,,0.41,0.01,0.02,0.0,0.09
3930,胡萝卜,,0.46,0.02,0.02,0.0,0.09
3931,猪肉,,2.37,0.1,0.25,0.14,0.0
3932,大豆,大豆,4.54,0.01,0.34,0.17,0.31
3933,黄瓜,,0.14,0.0,0.01,0.01,0.04
3934,鸡肉,,2.45,0.08,0.27,0.13,0.0
3935,大豆,大豆,4.52,0.01,0.36,0.21,0.3
3936,猪肉,,2.51,0.12,0.2,0.15,0.01
3937,黄瓜,,0.15,0.01,0.02,0.0,0.04
3938,胡萝卜,,0.37,0.01,0.02,0.0,0.08
3939,鸡蛋,鸡蛋,1.63,0.04,0.13,0.12,0.02
3940,黄瓜,,0.18,0.01,0.02,0.0,0.03
3941,胡萝卜,,0.39,0.01,0.01,0.01,0.1
3942,黄瓜,,0.16,0.01,0.02,0.0,0.04
3943,胡萝卜,,0.36,0.01,0.01,0.01,0.11
3944,白菜,,0.12,0.0,0.02,0.0,0.02
3945,白菜,,0.15,0.01,0.02,0.01,0.01
3946,牛奶,牛奶,0.38,0.02,0.02,0.02,0.05
3947,猪肉,,2.35,0.1,0.23,0.12,0.0
3948,黄瓜,,0.15,0.01,0.02,0.01,0.04
3949,牛奶,牛奶,0.44,0.03,0.02,0.02,0.04
3950,鸡肉,,2.53,0.08,0.29,0.12,0.0
3951,花生,花生,5.34,0.02,0.28,0.48,0.16
3952,小麦,小麦,3.21,0.01,0.14,0.02,0.7
3953,牛肉,,2.56,0.28,0.29,0.13,0.0
3954,鸡肉,,2.45,0.07,0.26,0.13,0.01
3955,胡萝卜,,0.4,0.02,0.01,0.0,0.08
3956,白菜,,0.11,0.0,0.02,0.01,0.02
3957,白菜,,0.16,0.01,0.02,0.0,0.01
3958,白菜,,0.13,0.01,0.01,0.0,0.02
3959,黄瓜,,0.2,0.01,0.01,0.01,0.05
3960,胡萝卜,,0.38,0.02,0.02,0.0,0.11
3961,西红柿,,0.24,0.0,0.02,0.0,0.04
3962,牛奶,牛奶,0.43,0.02,0.02,0.01,0.05
3963,鸡蛋,鸡蛋,1.79,0.06,0.12,0.12,0.01
3964,胡萝卜,,0.34,0.02,0.01,0.0,0.08
3965,黄瓜,,0.12,0.0,0.02,0.01,0.04
3966,大豆,大豆,3.96,0.03,0.36,0.17,0.29
3967,花生,花生,5.8,0.02,0.3,0.48,0.16
3968,白菜,,0.15,0.01,0.02,0.01,0.01
3969,花生,花生,5.27,0.04,0.27,0.53,0.19
3970,鸡蛋,鸡蛋,1.87,0.04,0.13,0.13,0.02
3971,牛奶,牛奶,0.37,0.01,0.03,0.01,0.05
3972,胡萝卜,,0.41,0.01,0.01,0.01,0.1
3973,花生,花生,5.54,0.02,0.25,0.48,0.15
3974,鸡肉,,2.27,0.07,0.27,0.15,0.01
3975,西红柿,,0.2,0.0,0.02,0.01,0.04
3976,胡萝卜,,0.37,0.02,0.02,0.01,0.1
3977,胡萝卜,,0.41,0.01,0.02,0.01,0.09
3978,牛奶,牛奶,0.44,0.01,0.03,0.01,0.05
3979,鸡蛋,鸡蛋,1.28,0.05,0.14,0.12,0.02
3980,牛奶,牛奶,0.41,0.02,0.03,0.02,0.05
3981,小麦,小麦,3.24,0.02,0.13,0.01,0.68
3982,鸡肉,,2.48,0.06,0.25,0.15,0.0
3983,鸡蛋,鸡蛋,1.83,0.05,0.16,0.09,0.01
3984,小麦,小麦,3.52,0.02,0.13,0.01,0.66
3985,大豆,大豆,4.34,0.01,0.33,0.21,0.33
3986,牛肉,,2.41,0.28,0.27,0.16,0.0
3987,猪肉,,2.36,0.14,0.22,0.12,0.0
3988,黄瓜,,0.17,0.0,0.01,0.0,0.03
3989,胡萝卜,,0.4,0.0,0.02,0.0,0.09
3990,小麦,小麦,3.3,0.02,0.12,0.02,0.7
3991,牛肉,,2.28,0.25,0.24,0.17,0.01
3992,小麦,小麦,3.19,0.02,0.15,0.01,0.69
3993,白菜,,0.14,0.01,0.02,0.01,0.02
3994,鸡蛋,鸡蛋,1.65,0.05,0.15,0.11,0.02
3995,黄瓜,,0.13,0.0,0.01,0.01,0.03
3996,牛肉,,2.5,0.26,0.29,0.15,0.01
3997,牛肉,,2.51,0.27,0.26,0.13,0.0
3998,鸡肉,,2.4,0.08,0.28,0.14,0.0
3999,白菜,,0.11,0.01,0.02,0.01,0.03
4000,小麦,小麦,3.34,0.02,0.12,0.02,0.69
4001,牛肉,,2.4,0.27,0.26,0.18,0.0
4002,黄瓜,,0.13,0.0,0.01,0.0,0.04
4003,牛肉,,2.63,0.27,0.24,0.17,0.01
4004,花生,花生,5.66,0.02,0.23,0.49,0.17
4005,花生,花生,4.99,0.03,0.23,0.45,0.15
4006,牛奶,牛奶,0.42,0.01,0.03,0.01,0.05
4007,白菜,,0.12,0.0,0.02,0.01,0.03
4008,胡萝卜,,0.4,0.01,0.02,0.01,0.11
4009,胡萝卜,,0.4,0.02,0.01,0.0,0.09
4010,小麦,小麦,3.16,0.02,0.14,0.03,0.71
4011,猪肉,,2.48,0.13,0.2,0.12,0.0
4012,黄瓜,,0.2,0.0,0.02,0.0,0.04
4013,牛奶,牛奶,0.41,0.03,0.04,0.01,0.06
4014,胡萝卜,,0.39,0.02,0.02,0.01,0.1
4015,黄瓜,,0.14,0.0,0.01,0.0,0.05
4016,小麦,小麦,3.33,0.01,0.14,0.03,0.73
4017,西红柿,,0.25,0.01,0.01,0.01,0.04
4018,猪肉,,2.19,0.1,0.22,0.13,0.01
4019,猪肉,,2.19,0.12,0.2,0.12,0.01
4020,西红柿,,0.17,0.01,0.02,0.01,0.05
4021,牛肉,,2.3,0.28,0.26,0.15,0.0
4022,黄瓜,,0.14,0.01,0.02,0.0,0.05
4023,牛肉,,2.68,0.26,0.28,0.16,0.0
4024,牛肉,,2.39,0.29,0.26,0.15,0.0
4025,猪肉,,2.35,0.13,0.22,0.16,0.01
4026,大豆,大豆,4.56,0.03,0.37,0.17,0.3
4027,白菜,,0.12,0.01,0.01,0.0,0.02
4028,黄瓜,,0.14,0.01,0.02,0.0,0.03
4029,鸡肉,,2.34,0.07,0.27,0.14,0.0
4030,小麦,小麦,3.42,0.02,0.14,0.03,0.64
4031,鸡肉,,2.39,0.07,0.27,0.13,0.01
4032,胡萝卜,,0.43,0.02,0.01,0.0,0.1
4033,黄瓜,,0.16,0.01,0.02,0.01,0.05
4034,胡萝卜,,0.4,0.0,0.02,0.01,0.09
4035,黄瓜,,0.13,0.0,0.02,0.0,0.05
4036,黄瓜,,0.14,0.0,0.01,0.01,0.04
4037,猪肉,,2.58,0.12,0.22,0.15,0.0
4038,鸡肉,,2.36,0.06,0.26,0.15,0.01
4039,白菜,,0.11,0.01,0.01,0.0,0.01
4040,牛奶,牛奶,0.43,0.02,0.02,0.02,0.05
4041,鸡蛋,鸡蛋,1.45,0.05,0.15,0.11,0.01
4042,猪肉,,2.4,0.1,0.22,0.16,0.01
4043,胡萝卜,,0.44,0.01,0.01,0.01,0.13
4044,黄瓜,,0.15,0.0,0.02,0.01,0.04
4045,大豆,大豆,4.73,0.03,0.4,0.19,0.29
4046,黄瓜,,0.14,0.01,0.01,0.01,0.03
4047,西红柿,,0.24,0.01,0.02,0.01,0.05
4048,白菜,,0.12,0.0,0.02,0.0,0.03
4049,猪肉,,2.49,0.1,0.23,0.15,0.01
4050,牛肉,,2.54,0.26,0.26,0.16,0.01
4051,西红柿,,0.22,0.0,0.01,0.0,0.04
4052,西红柿,,0.2,0.0,0.02,0.0,0.04
4053,花生,花生,5.9,0.02,0.24,0.48,0.15
4054,牛肉,,2.76,0.25,0.28,0.14,0.0
4055,牛肉,,2.58,0.28,0.28,0.15,0.01
4056,鸡蛋,鸡蛋,1.74,0.05,0.14,0.13,0.01
4057,西红柿,,0.19,0.0,0.02,0.01,0.04
4058,鸡蛋,鸡蛋,1.61,0.05,0.13,0.12,0.02
4059,鸡肉,,2.69,0.08,0.27,0.12,0.0
4060,猪肉,,2.4,0.11,0.22,0.16,0.01
4061,白菜,,0.11,0.0,0.02,0.01,0.02
4062,胡萝卜,,0.38,0.0,0.01,0.0,0.11
4063,牛奶,牛奶,0.46,0.02,0.03,0.01,0.05
4064,白菜,,0.15,0.01,0.02,0.0,0.03
4065,西红柿,,0.18,0.0,0.01,0.01,0.05
4066,牛肉,,2.42,0.27,0.28,0.14,0.0
4067,小麦,小麦,3.37,0.02,0.12,0.02,0.75
4068,黄瓜,,0.17,0.01,0.01,0.0,0.05
4069,牛奶,牛奶,0.43,0.02,0.04,0.02,0.06
4070,小麦,小麦,3.46,0.02,0.13,0.01,0.71
4071,猪肉,,2.51,0.11,0.22,0.13,0.0
4072,牛奶,牛奶,0.41,0.03,0.03,0.02,0.05
4073,猪肉,,2.21,0.11,0.21,0.15,0.0
4074,猪肉,,2.49,0.11,0.22,0.13,0.0
4075,猪肉,,2.38,0.11,0.21,0.15,0.0
4076,花生,花生,5.23,0.04,0.28,0.53,0.15
4077,胡萝卜,,0.34,0.01,0.02,0.0,0.1
4078,鸡蛋,鸡蛋,1.2,0.04,0.11,0.12,0.02
4079,花生,花生,5.68,0.04,0.24,0.47,0.16
4080,鸡蛋,鸡蛋,1.5,0.04,0.1,0.11,0.01
4081,胡萝卜,,0.36,0.01,0.02,0.0,0.11
4082,西红柿,,0.16,0.0,0.01,0.01,0.05
4083,猪肉,,2.68,0.12,0.22,0.13,0.01
4084,白菜,,0.11,0.0,0.02,0.0,0.02
4085,鸡蛋,鸡蛋,1.76,0.05,0.12,0.12,0.01
4086,胡萝卜,,0.42,0.01,0.02,0.01,0.12
4087,胡萝卜,,0.39,0.01,0.02,0.01,0.11
4088,牛奶,牛奶,0.45,0.01,0.03,0.01,0.06
4089,鸡蛋,鸡蛋,1.65,0.06,0.11,0.12,0.01
4090,黄瓜,,0.18,0.0,0.01,0.01,0.05
4091,花生,花生,6.08,0.02,0.28,0.54,0.17
4092,白菜,,0.12,0.0,0.01,0.0,0.03
4093,胡萝卜,,0.37,0.01,0.02,0.01,0.11
4094,白菜,,0.12,0.0,0.01,0.0,0.02
4095,西红柿,,0.18,0.01,0.02,0.0,0.04
4096,黄瓜,,0.15,0.0,0.01,0.0,0.04
4097,花生,花生,5.79,0.04,0.26,0.49,0.14
4098,牛奶,牛奶,0.42,0.02,0.04,0.01,0.05
4099,黄瓜,,0.16,0.0,0.02,0.01,0.04
4100,鸡蛋,鸡蛋,1.44,0.06,0.13,0.12,0.01
4101,鸡蛋,鸡蛋,1.47,0.05,0.12,0.11,0.02
4102,牛奶,牛奶,0.46,0.02,0.04,0.01,0.05
4103,黄瓜,,0.16,0.0,0.02,0.01,0.05
4104,牛肉,,2.36,0.26,0.27,0.16,0.01
4105,大豆,大豆,4.75,0.03,0.38,0.18,0.31
4106,牛奶,牛奶,0.36,0.02,0.04,0.02,0.05
4107,牛肉,,2.62,0.25,0.27,0.14,0.0
4108,胡萝卜,,0.42,0.01,0.01,0.01,0.1
4109,黄瓜,,0.15,0.0,0.02,0.01,0.04
4110,胡萝卜,,0.37,0.01,0.02,0.01,0.11
4111,大豆,大豆,4.02,0.03,0.35,0.21,0.29
4112,白菜,,0.14,0.01,0.01,0.01,0.02
4113,花生,花生,5.31,0.02,0.26,0.44,0.17
4114,鸡蛋,鸡蛋,1.39,0.05,0.11,0.1,0.01
4115,猪肉,,2.43,0.13,0.23,0.16,0.01
4116,黄瓜,,0.19,0.0,0.02,0.0,0.03
4117,牛肉,,2.36,0.25,0.24,0.14,0.01
4118,黄瓜,,0.17,0.0,0.02,0.0,0.04
4119,小麦,小麦,3.08,0.02,0.14,0.01,0.72
4120,西红柿,,0.24,0.0,0.02,0.0,0.03
4121,白菜,,0.13,0.0,0.01,0.0,0.02
4122,大豆,大豆,4.87,0.02,0.35,0.18,0.31
4123,牛肉,,2.57,0.29,0.26,0.16,0.01
4124,大豆,大豆,4.14,0.02,0.37,0.2,0.32
4125,鸡肉,,2.56,0.07,0.29,0.11,0.0
4126,花生,花生,5.07,0.03,0.28,0.49,0.16
4127,牛奶,牛奶,0.4,0.03,0.04,0.02,0.06
4128,鸡蛋,鸡蛋,1.52,0.05,0.13,0.09,0.01
4129,白菜,,0.14,0.0,0.02,0.0,0.03
4130,西红柿,,0.18,0.0,0.01,0.0,0.03
4131,鸡肉,,2.62,0.06,0.3,0.15,0.01
4132,鸡肉,,2.48,0.06,0.29,0.15,0.01
4133,西红柿,,0.24,0.0,0.01,0.0,0.03
4134,大豆,大豆,4.17,0.01,0.35,0.2,0.32
4135,西红柿,,0.15,0.01,0.02,0.01,0.04
4136,白菜,,0.14,0.0,0.02,0.0,0.02
4137,花生,花生,5.87,0.02,0.26,0.49,0.14
4138,大豆,大豆,4.32,0.02,0.37,0.21,0.31
4139,胡萝卜,,0.41,0.01,0.01,0.0,0.08
4140,大豆,大豆,4.69,0.02,0.39,0.21,0.3
4141,小麦,小麦,3.42,0.02,0.15,0.02,0.66
4142,牛肉,,2.23,0.27,0.29,0.16,0.01
4143,鸡肉,,2.34,0.08,0.26,0.14,0.01
4144,小麦,小麦,2.89,0.02,0.12,0.03,0.7
4145,花生,花生,5.48,0.04,0.25,0.47,0.15
4146,西红柿,,0.25,0.0,0.01,0.01,0.04
4147,鸡肉,,2.18,0.07,0.28,0.12,0.01
4148,猪肉,,2.5,0.12,0.22,0.12,0.0
4149,鸡蛋,鸡蛋,1.57,0.06,0.16,0.11,0.02
4150,黄瓜,,0.14,0.0,0.02,0.01,0.04
4151,鸡肉,,2.23,0.06,0.3,0.14,0.01
4152,胡萝卜,,0.39,0.01,0.01,0.0,0.09
4153,小麦,小麦,3.15,0.03,0.12,0.03,0.68
4154,小麦,小麦,3.51,0.02,0.14,0.02,0.73
4155,猪肉,,2.47,0.11,0.23,0.13,0.01
4156,白菜,,0.14,0.0,0.01,0.01,0.02
4157,西红柿,,0.22,0.0,0.01,0.01,0.04
4158,猪肉,,2.3,0.1,0.21,0.13,0.01
4159,牛肉,,2.65,0.27,0.28,0.15,0.0
4160,白菜,,0.12,0.01,0.01,0.0,0.03
4161,西红柿,,0.24,0.01,0.02,0.0,0.04
4162,猪肉,,2.68,0.13,0.21,0.15,0.01
4163,黄瓜,,0.18,0.01,0.02,0.0,0.04
4164,黄瓜,,0.14,0.0,0.02,0.01,0.03
4165,黄瓜,,0.16,0.0,0.02,0.0,0.04
4166,鸡肉,,2.18,0.06,0.26,0.14,0.01
4167,西红柿,,0.25,0.01,0.02,0.0,0.04
4168,花生,花生,5.86,0.03,0.24,0.49,0.15
4169,胡萝卜,,0.47,0.0,0.02,0.0,0.12
4170,小麦,小麦,3.05,0.03,0.14,0.02,0.65
4171,白菜,,0.15,0.0,0.01,0.0,0.01
4172,牛肉,,2.56,0.25,0.25,0.17,0.01
4173,西红柿,,0.22,0.0,0.01,0.01,0.04
4174,鸡肉,,2.25,0.08,0.25,0.17,0.0
4175,黄瓜,,0.12,0.0,0.01,0.01,0.03
4176,牛肉,,2.54,0.29,0.27,0.14,0.0
4177,鸡肉,,2.31,0.06,0.27,0.15,0.0
4178,猪肉,,2.2,0.14,0.23,0.15,0.01
4179,西红柿,,0.21,0.01,0.02,0.0,0.04
4180,西红柿,,0.16,0.01,0.02,0.01,0.04
4181,白菜,,0.12,0.01,0.01,0.01,0.02
4182,牛肉,,2.48,0.28,0.26,0.15,0.01
4183,鸡肉,,2.38,0.07,0.26,0.15,0.0
4184,黄瓜,,0.16,0.01,0.02,0.0,0.04
4185,大豆,大豆,4.39,0.02,0.36,0.22,0.29
4186,牛肉,,2.22,0.28,0.27,0.16,0.0
4187,小麦,小麦,3.12,0.03,0.14,0.01,0.68
4188,牛肉,,2.37,0.26,0.24,0.14,0.0
4189,白菜,,0.15,0.0,0.02,0.01,0.03
4190,牛奶,牛奶,0.51,0.02,0.03,0.01,0.06
4191,白菜,,0.13,0.01,0.01,0.0,0.02
4192,鸡肉,,2.3,0.08,0.27,0.13,0.01
4193,花生,花生,5.17,0.03,0.25,0.46,0.17
4194,花生,花生,5.71,0.03,0.28,0.51,0.14
4195,胡萝卜,,0.39,0.01,0.02,0.01,0.09
4196,黄瓜,,0.19,0.0,0.01,0.0,0.04
4197,黄瓜,,0.14,0.0,0.01,0.01,0.03
4198,鸡蛋,鸡蛋,1.4,0.05,0.15,0.11,0.01
4199,牛奶,牛奶,0.43,0.03,0.04,0.02,0.05
4200,胡萝卜,,0.44,0.0,0.01,0.0,0.1
4201,小麦,小麦,3.34,0.02,0.16,0.01,0.73
4202,胡萝卜,,0.47,0.02,0.01,0.01,0.11
4203,小麦,小麦,3.06,0.02,0.14,0.01,0.75
4204,猪肉,,2.44,0.12,0.23,0.15,0.0
4205,胡萝卜,,0.41,0.0,0.02,0.01,0.09
4206,小麦,小麦,3.47,0.02,0.11,0.03,0.68
4207,胡萝卜,,0.37,0.01,0.02,0.01,0.1
4208,黄瓜,,0.19,0.0,0.01,0.0,0.04
4209,鸡肉,,2.38,0.07,0.28,0.16,0.01
4210,花生,花生,5.02,0.03,0.24,0.49,0.18
4211,黄瓜,,0.18,0.0,0.01,0.01,0.05
4212,鸡蛋,鸡蛋,1.35,0.04,0.13,0.11,0.01
4213,大豆,大豆,4.36,0.02,0.39,0.22,0.3
4214,大豆,大豆,4.52,0.02,0.41,0.2,0.31
4215,牛肉,,2.76,0.26,0.26,0.16,0.0
4216,花生,花生,5.44,0.03,0.25,0.49,0.16
4217,牛肉,,2.63,0.25,0.28,0.16,0.0
4218,鸡蛋,鸡蛋,1.6,0.05,0.11,0.12,0.01
4219,牛肉,,2.64,0.27,0.28,0.16,0.0
4220,胡萝卜,,0.41,0.0,0.02,0.0,0.11
4221,鸡肉,,2.22,0.07,0.28,0.14,0.0
4222,猪肉,,2.42,0.1,0.22,0.12,0.01
4223,牛肉,,2.45,0.28,0.24,0.14,0.0
4224,胡萝卜,,0.44,0.01,0.02,0.01,0.09
4225,鸡肉,,2.4,0.07,0.27,0.15,0.0
4226,黄瓜,,0.14,0.01,0.01,0.0,0.03
4227,白菜,,0.11,0.01,0.02,0.0,0.02
4228,白菜,,0.15,0.0,0.02,0.0,0.01
4229,牛奶,牛奶,0.37,0.01,0.03,0.02,0.05
